OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0006041;In-Store;WARE-NMK1003;1/12/2019;5/5/2020;14/5/2020;23/5/2020;USD;12;Carl Nguyen;23;E. Ltd;130;33;Outdoor Decor;7;0,15;991,6;505,716
SO - 0006042;Distributor;WARE-UHY1004;1/12/2019;5/5/2020;13/5/2020;14/5/2020;USD;23;Douglas Tucker;39;Victory Ltd;217;38;Wardrobes;7;0,075;1159,1;475,231
SO - 0006043;In-Store;WARE-UHY1004;10/3/2020;6/5/2020;11/5/2020;15/5/2020;USD;8;George Lewis;43;Exact-Rx, Corp;244;9;Baseball;2;0,05;2499,1;1074,613
SO - 0006044;In-Store;WARE-NMK1003;10/3/2020;6/5/2020;25/5/2020;1/6/2020;USD;2;Keith Griffin;21;Ohio ;191;28;Phones;8;0,3;2298,1;1493,765
SO - 0006045;Distributor;WARE-NMK1003;1/12/2019;6/5/2020;27/5/2020;30/5/2020;USD;21;Samuel Fowler;30;S.S.S. Group;152;26;Candles;7;0,075;1139;569,5
SO - 0006046;In-Store;WARE-NMK1003;10/3/2020;6/5/2020;23/5/2020;25/5/2020;USD;5;Stephen Payne;48;Fenwal, Corp;113;15;Outdoor Furniture;5;0,075;1835,8;1542,072
SO - 0006047;In-Store;WARE-XYS1001;1/12/2019;6/5/2020;21/5/2020;26/5/2020;USD;9;Joshua Ryan;40;Select ;31;28;Phones;1;0,05;1098,8;922,992
SO - 0006048;Distributor;WARE-PUJ1005;1/12/2019;7/5/2020;26/5/2020;3/6/2020;USD;22;Joe Price;20;Pacific Ltd;296;30;Wall Coverings;7;0,1;3825,7;3175,331
SO - 0006049;In-Store;WARE-NBV1002;1/12/2019;7/5/2020;30/5/2020;7/6/2020;USD;8;George Lewis;22;Capweld ;62;37;Platters;7;0,075;911,2;765,408
SO - 0006050;Online;WARE-NMK1003;10/3/2020;7/5/2020;10/5/2020;18/5/2020;USD;17;Frank Brown;14;Linde ;160;34;Bedroom Furniture;7;0,4;2572,8;1312,128
SO - 0006051;In-Store;WARE-PUJ1005;10/3/2020;7/5/2020;14/5/2020;22/5/2020;USD;1;Adam Hernandez;24;Burt's Corp;278;12;Dining Furniture;3;0,05;227,8;177,684
SO - 0006052;Distributor;WARE-PUJ1005;1/12/2019;7/5/2020;23/5/2020;28/5/2020;USD;22;Joe Price;39;Victory Ltd;318;21;Floral;7;0,15;1266,3;835,758
SO - 0006053;Wholesale;WARE-MKL1006;1/12/2019;7/5/2020;17/5/2020;21/5/2020;USD;25;Patrick Graham;18;Eminence Corp;366;17;Furniture Cushions;6;0,15;2626,4;1943,536
SO - 0006054;In-Store;WARE-NBV1002;10/3/2020;7/5/2020;9/5/2020;10/5/2020;USD;4;Chris Armstrong;25;Prasco Group;61;13;Bakeware;5;0,075;783,9;368,433
SO - 0006055;Online;WARE-NBV1002;10/3/2020;7/5/2020;24/5/2020;27/5/2020;USD;18;Shawn Wallace;6;PEDIFIX, Corp;65;2;Photo Frames;3;0,1;2968,1;1869,903
SO - 0006056;Online;WARE-XYS1001;10/3/2020;8/5/2020;15/5/2020;21/5/2020;USD;17;Frank Brown;4;ETUDE Ltd;12;41;Collectibles;5;0,4;3075,3;1722,168
SO - 0006057;Distributor;WARE-NMK1003;1/12/2019;8/5/2020;17/5/2020;19/5/2020;USD;23;Douglas Tucker;45;Nipro ;172;4;Serveware;3;0,05;194,3;89,378
SO - 0006058;Online;WARE-XYS1001;10/3/2020;8/5/2020;20/5/2020;22/5/2020;USD;18;Shawn Wallace;39;Victory Ltd;35;26;Candles;2;0,05;1728,6;726,012
SO - 0006059;Wholesale;WARE-UHY1004;1/12/2019;8/5/2020;5/6/2020;9/6/2020;USD;26;Donald Reynolds;43;Exact-Rx, Corp;223;11;Ornaments;5;0,075;891,1;730,702
SO - 0006060;Distributor;WARE-NMK1003;10/3/2020;8/5/2020;11/5/2020;13/5/2020;USD;25;Patrick Graham;15;Rochester Ltd;123;31;Candleholders;3;0,2;1078,7;528,563
SO - 0006061;Wholesale;WARE-XYS1001;1/12/2019;8/5/2020;26/5/2020;5/6/2020;USD;26;Donald Reynolds;7;New Ltd;19;41;Collectibles;3;0,15;3845,8;2768,976
SO - 0006062;Distributor;WARE-XYS1001;10/3/2020;8/5/2020;4/6/2020;13/6/2020;USD;24;Roy Rice;34;OUR Ltd;48;38;Wardrobes;5;0,1;3939,6;2087,988
SO - 0006063;Distributor;WARE-NMK1003;1/12/2019;8/5/2020;1/6/2020;7/6/2020;USD;21;Samuel Fowler;30;S.S.S. Group;146;31;Candleholders;7;0,1;891,1;623,77
SO - 0006064;In-Store;WARE-NMK1003;1/12/2019;9/5/2020;5/6/2020;8/6/2020;USD;4;Chris Armstrong;2;WakeFern ;191;39;Floor Lamps;1;0,15;3959,7;2930,178
SO - 0006065;In-Store;WARE-XYS1001;1/12/2019;9/5/2020;5/6/2020;13/6/2020;USD;9;Joshua Ryan;13;Ole Group;26;6;Computers;4;0,15;6277,9;4959,541
SO - 0006066;In-Store;WARE-UHY1004;1/12/2019;9/5/2020;29/5/2020;7/6/2020;USD;4;Chris Armstrong;21;Ohio ;226;2;Photo Frames;6;0,1;817,4;580,354
SO - 0006067;Online;WARE-UHY1004;10/3/2020;9/5/2020;30/5/2020;1/6/2020;USD;15;Roger Alexander;11;Apollo Ltd;214;16;Stemware;8;0,05;3946,3;1933,687
SO - 0006068;In-Store;WARE-NMK1003;1/12/2019;9/5/2020;13/5/2020;21/5/2020;USD;1;Adam Hernandez;48;Fenwal, Corp;115;46;Sculptures;3;0,15;2458,9;1303,217
SO - 0006069;In-Store;WARE-MKL1006;1/12/2019;9/5/2020;1/6/2020;9/6/2020;USD;3;Jerry Green;22;Capweld ;331;14;Mirrors;5;0,15;2211;906,51
SO - 0006070;Wholesale;WARE-PUJ1005;1/12/2019;9/5/2020;28/5/2020;3/6/2020;USD;25;Patrick Graham;20;Pacific Ltd;266;40;Rugs;7;0,1;3852,5;1541
SO - 0006071;In-Store;WARE-UHY1004;1/12/2019;9/5/2020;20/5/2020;28/5/2020;USD;11;Joshua Little;3;Elorac, Corp;252;7;Dinnerware;2;0,1;2659,9;2260,915
SO - 0006072;Online;WARE-MKL1006;10/3/2020;9/5/2020;20/5/2020;21/5/2020;USD;12;Carl Nguyen;18;Eminence Corp;347;4;Serveware;4;0,1;877,7;351,08
SO - 0006073;In-Store;WARE-NMK1003;10/3/2020;9/5/2020;6/6/2020;10/6/2020;USD;6;Joshua Bennett;40;Select ;159;40;Rugs;2;0,05;1728,6;726,012
SO - 0006074;Online;WARE-XYS1001;1/12/2019;9/5/2020;21/5/2020;31/5/2020;USD;18;Shawn Wallace;49;Bare ;42;45;Home Fragrances;1;0,075;2438,8;1926,652
SO - 0006075;Wholesale;WARE-PUJ1005;1/12/2019;9/5/2020;3/6/2020;9/6/2020;USD;28;Carlos Miller;30;S.S.S. Group;301;39;Floor Lamps;6;0,1;207,7;85,157
SO - 0006076;In-Store;WARE-MKL1006;10/3/2020;9/5/2020;5/6/2020;10/6/2020;USD;7;Shawn Cook;4;ETUDE Ltd;330;17;Furniture Cushions;2;0,075;1829,1;1006,005
SO - 0006077;Wholesale;WARE-PUJ1005;1/12/2019;10/5/2020;15/5/2020;20/5/2020;USD;27;Shawn Torres;41;Weimei Corp;280;18;Basketball;5;0,05;5038,4;3778,8
SO - 0006078;In-Store;WARE-PUJ1005;10/3/2020;10/5/2020;20/5/2020;22/5/2020;USD;6;Joshua Bennett;25;Prasco Group;292;30;Wall Coverings;5;0,15;3932,9;2831,688
SO - 0006079;In-Store;WARE-MKL1006;1/12/2019;10/5/2020;13/5/2020;22/5/2020;USD;7;Shawn Cook;22;Capweld ;366;15;Outdoor Furniture;3;0,15;6224,3;4481,496
SO - 0006080;In-Store;WARE-MKL1006;10/3/2020;10/5/2020;12/5/2020;14/5/2020;USD;2;Keith Griffin;34;OUR Ltd;345;25;TV and video;5;0,075;2391,9;1865,682
SO - 0006081;In-Store;WARE-XYS1001;1/12/2019;10/5/2020;28/5/2020;29/5/2020;USD;9;Joshua Ryan;48;Fenwal, Corp;58;46;Sculptures;7;0,4;2211;1857,24
SO - 0006082;In-Store;WARE-NMK1003;10/3/2020;10/5/2020;6/6/2020;14/6/2020;USD;5;Stephen Payne;25;Prasco Group;108;28;Phones;2;0,075;1092,1;578,813
SO - 0006083;Online;WARE-PUJ1005;10/3/2020;10/5/2020;13/5/2020;15/5/2020;USD;17;Frank Brown;23;E. Ltd;264;13;Bakeware;3;0,1;6365;4582,8
SO - 0006084;In-Store;WARE-NMK1003;10/3/2020;11/5/2020;20/5/2020;25/5/2020;USD;8;George Lewis;40;Select ;141;14;Mirrors;3;0,2;1742;1463,28
SO - 0006085;Distributor;WARE-NMK1003;10/3/2020;11/5/2020;30/5/2020;1/6/2020;USD;21;Samuel Fowler;18;Eminence Corp;91;45;Home Fragrances;2;0,075;261,3;164,619
SO - 0006086;Online;WARE-XYS1001;10/3/2020;11/5/2020;6/6/2020;14/6/2020;USD;17;Frank Brown;15;Rochester Ltd;8;5;Bathroom Furniture;7;0,2;3966,4;1705,552
SO - 0006087;In-Store;WARE-PUJ1005;10/3/2020;11/5/2020;3/6/2020;13/6/2020;USD;8;George Lewis;16;3LAB, Ltd;294;37;Platters;7;0,1;4020;2170,8
SO - 0006088;Online;WARE-UHY1004;10/3/2020;11/5/2020;1/6/2020;8/6/2020;USD;16;Anthony Berry;39;Victory Ltd;219;47;Audio;2;0,05;1118,9;660,151
SO - 0006089;In-Store;WARE-NMK1003;10/3/2020;11/5/2020;14/5/2020;23/5/2020;USD;9;Joshua Ryan;2;WakeFern ;178;28;Phones;7;0,075;830,8;589,868
SO - 0006090;Wholesale;WARE-MKL1006;10/3/2020;12/5/2020;8/6/2020;17/6/2020;USD;28;Carlos Miller;35;Amylin Group;342;12;Dining Furniture;2;0,2;174,2;87,1
SO - 0006091;In-Store;WARE-NMK1003;10/3/2020;12/5/2020;6/6/2020;13/6/2020;USD;5;Stephen Payne;6;PEDIFIX, Corp;165;17;Furniture Cushions;5;0,05;3142,3;2608,109
SO - 0006092;In-Store;WARE-PUJ1005;10/3/2020;12/5/2020;15/5/2020;20/5/2020;USD;6;Joshua Bennett;30;S.S.S. Group;284;25;TV and video;4;0,1;1125,6;686,616
SO - 0006093;Distributor;WARE-PUJ1005;10/3/2020;12/5/2020;25/5/2020;1/6/2020;USD;24;Roy Rice;7;New Ltd;312;21;Floral;3;0,05;6177,4;5065,468
SO - 0006094;In-Store;WARE-NMK1003;1/12/2019;12/5/2020;4/6/2020;5/6/2020;USD;11;Joshua Little;2;WakeFern ;148;25;TV and video;4;0,05;1199,3;791,538
SO - 0006095;In-Store;WARE-UHY1004;10/3/2020;13/5/2020;21/5/2020;23/5/2020;USD;9;Joshua Ryan;20;Pacific Ltd;215;13;Bakeware;3;0,15;783,9;642,798
SO - 0006096;In-Store;WARE-MKL1006;10/3/2020;13/5/2020;24/5/2020;29/5/2020;USD;2;Keith Griffin;48;Fenwal, Corp;349;32;Vases;2;0,1;268;198,32
SO - 0006097;Online;WARE-PUJ1005;1/12/2019;13/5/2020;19/5/2020;20/5/2020;USD;13;Todd Roberts;27;Wuxi Group;292;28;Phones;6;0,075;2010;1386,9
SO - 0006098;Wholesale;WARE-NMK1003;1/12/2019;13/5/2020;25/5/2020;26/5/2020;USD;26;Donald Reynolds;24;Burt's Corp;140;34;Bedroom Furniture;1;0,15;3973,1;3377,135
SO - 0006099;Online;WARE-NMK1003;10/3/2020;14/5/2020;9/6/2020;12/6/2020;USD;16;Anthony Berry;16;3LAB, Ltd;161;3;Table Lamps;5;0,1;1152,4;691,44
SO - 0006100;Distributor;WARE-NMK1003;10/3/2020;14/5/2020;11/6/2020;13/6/2020;USD;21;Samuel Fowler;38;Ascend Ltd;99;18;Basketball;3;0,1;1112,2;556,1
SO - 0006101;In-Store;WARE-NMK1003;1/12/2019;14/5/2020;25/5/2020;4/6/2020;USD;11;Joshua Little;37;AuroMedics Corp;169;16;Stemware;3;0,05;6210,9;3353,886
SO - 0006102;Online;WARE-PUJ1005;10/3/2020;14/5/2020;30/5/2020;3/6/2020;USD;17;Frank Brown;23;E. Ltd;284;44;Pillows;8;0,05;911,2;747,184
SO - 0006103;Online;WARE-NMK1003;1/12/2019;14/5/2020;9/6/2020;13/6/2020;USD;13;Todd Roberts;5;Procter Corp;130;13;Bakeware;6;0,05;180,9;146,529
SO - 0006104;Online;WARE-NMK1003;10/3/2020;14/5/2020;7/6/2020;16/6/2020;USD;20;Anthony Torres;32;OHTA'S Corp;181;31;Candleholders;4;0,05;3999,9;2119,947
SO - 0006105;Wholesale;WARE-XYS1001;1/12/2019;14/5/2020;23/5/2020;27/5/2020;USD;26;Donald Reynolds;39;Victory Ltd;42;8;Cocktail Glasses;3;0,05;1896,1;777,401
SO - 0006106;In-Store;WARE-XYS1001;10/3/2020;14/5/2020;8/6/2020;16/6/2020;USD;1;Adam Hernandez;24;Burt's Corp;30;41;Collectibles;8;0,05;3886;2059,58
SO - 0006107;In-Store;WARE-PUJ1005;10/3/2020;14/5/2020;29/5/2020;4/6/2020;USD;9;Joshua Ryan;35;Amylin Group;326;21;Floral;5;0,2;5326,5;3036,105
SO - 0006108;Wholesale;WARE-PUJ1005;10/3/2020;14/5/2020;22/5/2020;25/5/2020;USD;28;Carlos Miller;47;Niconovum Corp;285;16;Stemware;8;0,15;234,5;126,63
SO - 0006109;Distributor;WARE-PUJ1005;1/12/2019;14/5/2020;5/6/2020;8/6/2020;USD;21;Samuel Fowler;38;Ascend Ltd;316;35;Table Linens;3;0,075;2445,5;978,2
SO - 0006110;Distributor;WARE-NMK1003;1/12/2019;14/5/2020;7/6/2020;10/6/2020;USD;23;Douglas Tucker;10;21st Ltd;109;26;Candles;1;0,05;234,5;154,77
SO - 0006111;Online;WARE-XYS1001;10/3/2020;15/5/2020;18/5/2020;20/5/2020;USD;19;Nicholas Cunningham;44;Winthrop ;46;22;Wine Storage;5;0,05;2211;1216,05
SO - 0006112;In-Store;WARE-UHY1004;1/12/2019;15/5/2020;23/5/2020;28/5/2020;USD;2;Keith Griffin;40;Select ;248;20;Bar Tools;4;0,075;5587,8;3017,412
SO - 0006113;In-Store;WARE-UHY1004;10/3/2020;15/5/2020;26/5/2020;29/5/2020;USD;10;Jonathan Hawkins;15;Rochester Ltd;220;19;Vanities;3;0,3;2633,1;1606,191
SO - 0006114;Wholesale;WARE-XYS1001;10/3/2020;15/5/2020;9/6/2020;10/6/2020;USD;26;Donald Reynolds;27;Wuxi Group;15;1;Cookware;1;0,075;3953;3360,05
SO - 0006115;Wholesale;WARE-NMK1003;10/3/2020;15/5/2020;29/5/2020;31/5/2020;USD;27;Shawn Torres;14;Linde ;96;45;Home Fragrances;1;0,075;1072;825,44
SO - 0006116;Distributor;WARE-NMK1003;1/12/2019;15/5/2020;11/6/2020;13/6/2020;USD;22;Joe Price;29;Apotheca, Ltd;150;23;Accessories;6;0,15;2345;1899,45
SO - 0006117;Distributor;WARE-NBV1002;10/3/2020;15/5/2020;1/6/2020;5/6/2020;USD;25;Patrick Graham;18;Eminence Corp;81;37;Platters;3;0,15;2546;2062,26
SO - 0006118;In-Store;WARE-MKL1006;10/3/2020;15/5/2020;4/6/2020;11/6/2020;USD;11;Joshua Little;19;Qualitest ;351;22;Wine Storage;8;0,1;2485,7;1292,564
SO - 0006119;In-Store;WARE-NMK1003;10/3/2020;15/5/2020;7/6/2020;17/6/2020;USD;7;Shawn Cook;46;U.S. Ltd;158;9;Baseball;8;0,3;2244,5;1391,59
SO - 0006120;Distributor;WARE-NMK1003;1/12/2019;15/5/2020;26/5/2020;3/6/2020;USD;23;Douglas Tucker;24;Burt's Corp;144;17;Furniture Cushions;1;0,05;2391,9;1530,816
SO - 0006121;In-Store;WARE-XYS1001;10/3/2020;16/5/2020;26/5/2020;27/5/2020;USD;7;Shawn Cook;20;Pacific Ltd;21;32;Vases;7;0,05;1038,5;571,175
SO - 0006122;In-Store;WARE-NMK1003;10/3/2020;16/5/2020;12/6/2020;22/6/2020;USD;10;Jonathan Hawkins;9;Ei ;129;25;TV and video;6;0,1;1916,2;1092,234
SO - 0006123;Online;WARE-PUJ1005;1/12/2019;16/5/2020;5/6/2020;6/6/2020;USD;17;Frank Brown;46;U.S. Ltd;288;47;Audio;2;0,075;2733,6;1503,48
SO - 0006124;In-Store;WARE-MKL1006;10/3/2020;16/5/2020;1/6/2020;5/6/2020;USD;5;Stephen Payne;23;E. Ltd;359;5;Bathroom Furniture;1;0,075;1098,8;868,052
SO - 0006125;In-Store;WARE-UHY1004;1/12/2019;16/5/2020;2/6/2020;12/6/2020;USD;3;Jerry Green;33;Trigen ;219;9;Baseball;1;0,15;1815,7;726,28
SO - 0006126;In-Store;WARE-XYS1001;1/12/2019;16/5/2020;7/6/2020;14/6/2020;USD;5;Stephen Payne;4;ETUDE Ltd;28;45;Home Fragrances;7;0,1;1092,1;709,865
SO - 0006127;In-Store;WARE-PUJ1005;1/12/2019;16/5/2020;7/6/2020;13/6/2020;USD;8;George Lewis;24;Burt's Corp;301;3;Table Lamps;4;0,2;1132,3;611,442
SO - 0006128;In-Store;WARE-NMK1003;1/12/2019;16/5/2020;11/6/2020;18/6/2020;USD;2;Keith Griffin;17;Pure Group;182;10;Blankets;7;0,05;2639,8;1689,472
SO - 0006129;Online;WARE-NMK1003;10/3/2020;16/5/2020;29/5/2020;30/5/2020;USD;18;Shawn Wallace;36;O.E. Ltd;158;8;Cocktail Glasses;8;0,075;3999,9;2199,945
SO - 0006130;Distributor;WARE-UHY1004;10/3/2020;16/5/2020;13/6/2020;14/6/2020;USD;23;Douglas Tucker;6;PEDIFIX, Corp;249;14;Mirrors;3;0,3;3745,3;2808,975
SO - 0006131;Online;WARE-MKL1006;1/12/2019;16/5/2020;7/6/2020;16/6/2020;USD;14;Paul Holmes;48;Fenwal, Corp;350;21;Floral;7;0,1;5279,6;3167,76
SO - 0006132;In-Store;WARE-NMK1003;10/3/2020;16/5/2020;31/5/2020;9/6/2020;USD;1;Adam Hernandez;10;21st Ltd;183;4;Serveware;5;0,15;1005;462,3
SO - 0006133;In-Store;WARE-NMK1003;10/3/2020;17/5/2020;28/5/2020;3/6/2020;USD;8;George Lewis;17;Pure Group;164;37;Platters;4;0,05;3879,3;3142,233
SO - 0006134;Distributor;WARE-PUJ1005;1/12/2019;17/5/2020;1/6/2020;11/6/2020;USD;23;Douglas Tucker;40;Select ;291;5;Bathroom Furniture;6;0,1;3557,7;1707,696
SO - 0006135;In-Store;WARE-NMK1003;10/3/2020;17/5/2020;27/5/2020;31/5/2020;USD;7;Shawn Cook;25;Prasco Group;132;17;Furniture Cushions;7;0,05;5681,6;4829,36
SO - 0006136;In-Store;WARE-NMK1003;10/3/2020;17/5/2020;25/5/2020;28/5/2020;USD;2;Keith Griffin;4;ETUDE Ltd;107;31;Candleholders;4;0,05;3865,9;2087,586
SO - 0006137;Online;WARE-NMK1003;10/3/2020;17/5/2020;31/5/2020;8/6/2020;USD;16;Anthony Berry;29;Apotheca, Ltd;111;21;Floral;7;0,05;2666,6;1093,306
SO - 0006138;Distributor;WARE-PUJ1005;10/3/2020;17/5/2020;25/5/2020;27/5/2020;USD;25;Patrick Graham;41;Weimei Corp;284;9;Baseball;3;0,2;5902,7;2420,107
SO - 0006139;Online;WARE-XYS1001;10/3/2020;17/5/2020;20/5/2020;21/5/2020;USD;13;Todd Roberts;29;Apotheca, Ltd;11;6;Computers;3;0,1;3865,9;1700,996
SO - 0006140;Online;WARE-UHY1004;1/12/2019;17/5/2020;9/6/2020;14/6/2020;USD;13;Todd Roberts;38;Ascend Ltd;253;22;Wine Storage;2;0,075;2237,8;1253,168
SO - 0006141;Online;WARE-XYS1001;1/12/2019;17/5/2020;11/6/2020;14/6/2020;USD;17;Frank Brown;3;Elorac, Corp;41;44;Pillows;8;0,05;1098,8;560,388
SO - 0006142;In-Store;WARE-UHY1004;1/12/2019;17/5/2020;30/5/2020;1/6/2020;USD;11;Joshua Little;3;Elorac, Corp;216;11;Ornaments;3;0,15;1688,4;1215,648
SO - 0006143;In-Store;WARE-XYS1001;10/3/2020;17/5/2020;23/5/2020;2/6/2020;USD;11;Joshua Little;2;WakeFern ;47;25;TV and video;1;0,075;3390,2;1966,316
SO - 0006144;Online;WARE-XYS1001;1/12/2019;18/5/2020;3/6/2020;12/6/2020;USD;13;Todd Roberts;50;Sundial ;14;34;Bedroom Furniture;2;0,075;2345;1735,3
SO - 0006145;Online;WARE-NMK1003;10/3/2020;18/5/2020;2/6/2020;3/6/2020;USD;12;Carl Nguyen;30;S.S.S. Group;147;40;Rugs;8;0,05;757,1;401,263
SO - 0006146;Online;WARE-MKL1006;10/3/2020;18/5/2020;1/6/2020;5/6/2020;USD;20;Anthony Torres;46;U.S. Ltd;352;30;Wall Coverings;2;0,075;1078,7;442,267
SO - 0006147;In-Store;WARE-NMK1003;1/12/2019;18/5/2020;8/6/2020;17/6/2020;USD;9;Joshua Ryan;17;Pure Group;198;14;Mirrors;4;0,05;2512,5;1231,125
SO - 0006148;In-Store;WARE-NMK1003;10/3/2020;18/5/2020;10/6/2020;13/6/2020;USD;11;Joshua Little;44;Winthrop ;175;43;Festive;8;0,3;1051,9;546,988
SO - 0006149;Distributor;WARE-NMK1003;10/3/2020;18/5/2020;20/5/2020;27/5/2020;USD;25;Patrick Graham;50;Sundial ;118;6;Computers;3;0,15;2458,9;1254,039
SO - 0006150;Distributor;WARE-PUJ1005;10/3/2020;18/5/2020;11/6/2020;15/6/2020;USD;25;Patrick Graham;38;Ascend Ltd;278;23;Accessories;2;0,05;1025,1;840,582
SO - 0006151;In-Store;WARE-PUJ1005;1/12/2019;18/5/2020;22/5/2020;24/5/2020;USD;9;Joshua Ryan;42;Llorens Ltd;265;38;Wardrobes;8;0,15;3798,9;2583,252
SO - 0006152;Wholesale;WARE-NMK1003;1/12/2019;18/5/2020;10/6/2020;16/6/2020;USD;27;Shawn Torres;24;Burt's Corp;165;17;Furniture Cushions;7;0,1;2371,8;1043,592
SO - 0006153;Online;WARE-XYS1001;10/3/2020;18/5/2020;20/5/2020;24/5/2020;USD;17;Frank Brown;8;Medsep Group;33;4;Serveware;7;0,1;1078,7;852,173
SO - 0006154;Online;WARE-UHY1004;10/3/2020;18/5/2020;4/6/2020;11/6/2020;USD;19;Nicholas Cunningham;37;AuroMedics Corp;234;2;Photo Frames;5;0,05;951,4;428,13
SO - 0006155;Online;WARE-PUJ1005;10/3/2020;18/5/2020;9/6/2020;13/6/2020;USD;15;Roger Alexander;35;Amylin Group;283;10;Blankets;1;0,075;1246,2;573,252
SO - 0006156;Wholesale;WARE-NMK1003;10/3/2020;19/5/2020;13/6/2020;18/6/2020;USD;26;Donald Reynolds;34;OUR Ltd;176;12;Dining Furniture;2;0,1;1835,8;972,974
SO - 0006157;In-Store;WARE-UHY1004;10/3/2020;19/5/2020;16/6/2020;18/6/2020;USD;6;Joshua Bennett;19;Qualitest ;257;19;Vanities;6;0,075;5695;2847,5
SO - 0006158;Online;WARE-MKL1006;1/12/2019;19/5/2020;5/6/2020;13/6/2020;USD;18;Shawn Wallace;40;Select ;342;10;Blankets;1;0,2;904,5;524,61
SO - 0006159;Online;WARE-PUJ1005;10/3/2020;19/5/2020;27/5/2020;30/5/2020;USD;13;Todd Roberts;36;O.E. Ltd;277;27;Wreaths;2;0,05;3966,4;2300,512
SO - 0006160;Distributor;WARE-NBV1002;1/12/2019;20/5/2020;16/6/2020;23/6/2020;USD;23;Douglas Tucker;22;Capweld ;68;41;Collectibles;5;0,05;1092,1;688,023
SO - 0006161;Wholesale;WARE-PUJ1005;1/12/2019;20/5/2020;15/6/2020;21/6/2020;USD;26;Donald Reynolds;47;Niconovum Corp;322;31;Candleholders;2;0,075;1112,2;811,906
SO - 0006162;Distributor;WARE-PUJ1005;1/12/2019;20/5/2020;4/6/2020;8/6/2020;USD;21;Samuel Fowler;43;Exact-Rx, Corp;289;18;Basketball;2;0,075;3966,4;2895,472
SO - 0006163;Online;WARE-NMK1003;10/3/2020;20/5/2020;25/5/2020;3/6/2020;USD;18;Shawn Wallace;27;Wuxi Group;104;24;Wall Frames;3;0,4;1058,6;529,3
SO - 0006164;Wholesale;WARE-NMK1003;10/3/2020;20/5/2020;26/5/2020;2/6/2020;USD;28;Carlos Miller;4;ETUDE Ltd;196;46;Sculptures;3;0,2;3979,8;3303,234
SO - 0006165;In-Store;WARE-NMK1003;10/3/2020;20/5/2020;17/6/2020;25/6/2020;USD;8;George Lewis;46;U.S. Ltd;98;41;Collectibles;6;0,3;241,2;103,716
SO - 0006166;Wholesale;WARE-UHY1004;1/12/2019;21/5/2020;28/5/2020;1/6/2020;USD;26;Donald Reynolds;24;Burt's Corp;208;25;TV and video;1;0,4;6458,8;5489,98
SO - 0006167;Online;WARE-NMK1003;10/3/2020;21/5/2020;25/5/2020;29/5/2020;USD;15;Roger Alexander;9;Ei ;129;42;Bean Bags;8;0,15;3825,7;2869,275
SO - 0006168;In-Store;WARE-NMK1003;10/3/2020;21/5/2020;28/5/2020;4/6/2020;USD;6;Joshua Bennett;47;Niconovum Corp;135;24;Wall Frames;8;0,15;3946,3;2525,632
SO - 0006169;In-Store;WARE-MKL1006;10/3/2020;21/5/2020;24/5/2020;27/5/2020;USD;5;Stephen Payne;17;Pure Group;333;21;Floral;8;0,15;837,5;628,125
SO - 0006170;In-Store;WARE-NMK1003;10/3/2020;21/5/2020;6/6/2020;10/6/2020;USD;3;Jerry Green;26;Mylan Corp;174;27;Wreaths;7;0,075;938;684,74
SO - 0006171;Distributor;WARE-NMK1003;10/3/2020;21/5/2020;18/6/2020;22/6/2020;USD;21;Samuel Fowler;30;S.S.S. Group;147;41;Collectibles;6;0,05;3624,7;1812,35
SO - 0006172;Distributor;WARE-NBV1002;10/3/2020;21/5/2020;10/6/2020;17/6/2020;USD;23;Douglas Tucker;16;3LAB, Ltd;61;30;Wall Coverings;8;0,075;3999,9;2319,942
SO - 0006173;In-Store;WARE-MKL1006;10/3/2020;21/5/2020;31/5/2020;2/6/2020;USD;2;Keith Griffin;18;Eminence Corp;338;12;Dining Furniture;3;0,15;254,6;188,404
SO - 0006174;In-Store;WARE-NMK1003;1/12/2019;22/5/2020;17/6/2020;19/6/2020;USD;10;Jonathan Hawkins;7;New Ltd;166;40;Rugs;4;0,075;1299,8;675,896
SO - 0006175;In-Store;WARE-UHY1004;10/3/2020;22/5/2020;30/5/2020;5/6/2020;USD;5;Stephen Payne;42;Llorens Ltd;242;5;Bathroom Furniture;7;0,05;261,3;151,554
SO - 0006176;Wholesale;WARE-XYS1001;10/3/2020;22/5/2020;17/6/2020;26/6/2020;USD;26;Donald Reynolds;29;Apotheca, Ltd;23;40;Rugs;2;0,075;2452,2;1642,974
SO - 0006177;Online;WARE-NMK1003;10/3/2020;22/5/2020;3/6/2020;11/6/2020;USD;17;Frank Brown;1;Avon Corp;172;4;Serveware;7;0,05;1165,8;571,242
SO - 0006178;Online;WARE-NMK1003;1/12/2019;22/5/2020;4/6/2020;13/6/2020;USD;13;Todd Roberts;8;Medsep Group;121;4;Serveware;3;0,05;1748,7;734,454
SO - 0006179;Wholesale;WARE-UHY1004;10/3/2020;22/5/2020;11/6/2020;21/6/2020;USD;28;Carlos Miller;2;WakeFern ;261;16;Stemware;7;0,1;227,8;182,24
